category,gDork
Vulnerable Files,"Powered By: Simplicity oF Upload" inurl:download.php | inurl:upload.php 

Vulnerable Files,"Powered by FlexPHPNews" inurl:news | inurl:press 

Various Online Devices,"Summary View of Sensors" | "sensorProbe v *" | " 

Files Containing Juicy Info,ext:(doc | pdf | xls | txt | ps | rtf | odt | sxw | psw | ppt | pps | xml) (intext:confidential salary | intext:"budget approved") inurl:confidential 

Files Containing Passwords,[WFClient] Password= filetype:ica 

Vulnerable Files,filetype:mdb "standard jet" (password | username | user | pass) 

Pages Containing Login Portals,inurl:"default/login.php" intitle:"kerio" 

Pages Containing Login Portals,"This section is for Administrators only. If you are an administrator then please" 

Pages Containing Login Portals,intitle:"Member Login" "NOTE: Your browser must have cookies enabled in order to log into the site." ext:php OR ext:cgi 

Files Containing Juicy Info,site:www.mailinator.com inurl:ShowMail.do 

Various Online Devices,intitle:"TANDBERG" "This page requires a frame capable browser!" 

Various Online Devices,intitle:"Middle frame of Videoconference Management System" ext:htm 

Various Online Devices,intitle:"Veo Observer Web Client" 

Pages Containing Login Portals,intitle:"TOPdesk ApplicationServer" 

Pages Containing Login Portals,intitle:"Welcome to Mailtraq WebMail" 

Various Online Devices,intitle:"Java Applet Page" inurl:ml 

Various Online Devices,intitle:"WEBDVR" -inurl:product -inurl:demo 

Files Containing Juicy Info,allinurl:cdkey.txt 

Sensitive Directories,intitle:"pictures thumbnails" site:pictures.sprintpcs.com 

Pages Containing Login Portals,"You have requested access to a restricted area of our website. Please authenticate yourself to continue." 

Advisories and Vulnerabilities,"powered by PhpBB .." -site:phpbb.com 

Files Containing Juicy Info,filetype:PS ps 

Various Online Devices,tilt intitle:"Live View / - AXIS" | inurl:view/view.shtml 

Vulnerable Servers,"set up the administrator user" inurl:pivot 

Files Containing Passwords,inurl:cgi-bin inurl:calendar.cfg 

Advisories and Vulnerabilities,inurl:"/login.asp?folder=" "Powered by: i-Gallery ." 

Advisories and Vulnerabilities,intext:"Calendar Program Ãƒâ€šÃ‚Â© Copyright  Matt Kruse" "Add an event" 

Pages Containing Login Portals,intitle:"Login to Cacti" 

Advisories and Vulnerabilities,intext:"Powered By: Snitz Forums  Version ...." 

Files Containing Juicy Info,filetype:QBW qbw 

Vulnerable Servers,"html allowed" guestbook 

Advisories and Vulnerabilities,intext:"Powered by flatnuke-.." +"Get RSS News" -demo 

Various Online Devices,intitle:"AXIS  Camera Server" intext:"server push" -help 

Pages Containing Login Portals,inurl:textpattern/index.php 

Pages Containing Login Portals,intitle:"XMail Web Administration Interface" intext:Login intext:password 

Various Online Devices,inurl:"CgiStart?page=" 

Various Online Devices,intitle:"GCC WebAdmin" -gcc.ru 

Various Online Devices,printers/printman.html 

Various Online Devices,intitle:"configuration" inurl:port_ 

Various Online Devices,intitle:"Dell Laser Printer M" port_ 

Various Online Devices,"RICOH Network Printer D model-Restore Factory" 

Pages Containing Login Portals,intitle:"XcAuctionLite" | "DRIVEN BY XCENT" Lite inurl:admin 

Various Online Devices,inurl:"S=x" | inurl:"S=x" inurl:"Q=Mob 

Files Containing Juicy Info,inurl:XcCDONTS.asp 

Pages Containing Login Portals,intitle:"VisNetic WebMail" inurl:"/mail/" 

Files Containing Passwords,inurl:perform.ini filetype:ini 

Files Containing Usernames,intext:"SteamUserPassphrase=" intext:"SteamAppUser=" -"username" -"user" 

Files Containing Passwords,intitle:"phpinfo()" +"mysql.default_password" +"Zend Scripting Language Engine" 

Pages Containing Login Portals,intext:"Welcome to" inurl:"cp" intitle:"H-SPHERE" inurl:"begin.html" -Fee 

Files Containing Passwords,filetype:dat inurl:pass.dat 

Various Online Devices,intitle:"Netopia Router (*.)""to view this site" 

Advisories and Vulnerabilities,+intext:"powered by MyBulletinBoard" 

Sensitive Online Shopping Info,intext:"Powered by X-Cart: shopping cart software" -site:x-cart.com 

Advisories and Vulnerabilities,intitle:"PowerDownload" ("PowerDownload v.. Ãƒâ€šÃ‚Â©" | "PowerDownload v.. Ãƒâ€šÃ‚Â©" ) -site:powerscripts.org 

Vulnerable Files,intitle:"PHPstat" intext:"Browser" intext:"PHPstat setup" 

Advisories and Vulnerabilities,"portailphp v." inurl:"index.php?affiche" inurl:"PortailPHP" -site:safari-msi.com 

Pages Containing Login Portals,allintitle:"Welcome to the Cyclades" 

Various Online Devices,(camjava)|(camjava)|(camjava)|(camjava)|(camjava)|(camjava) -navy.mil -backflip -power.ne.jp 

Various Online Devices,intitle:"Dell *" inurl:port_ 

Web Server Detection,(intitle:" Proxy Error")|(intitle:" Proxy Error") "The proxy server could not handle the request" -topic -mail -suite -list -site:geocrawler.co 

Advisories and Vulnerabilities,inurl:sphpblog intext:"Powered by Simple PHP Blog .." 

Sensitive Online Shopping Info,intext:"powered by Hosting Controller" intitle:Hosting.Controller 

Pages Containing Login Portals,inurl:/SUSAdmin intitle:"Microsoft Software Update Services" 

Various Online Devices,intitle:"InterJak Web Manager" 

Web Server Detection,intitle:"Welcome to LAN SUITE *" 

Vulnerable Files,intitle:"SSHVnc Applet"OR intitle:"SSHTerm Applet" 

Various Online Devices,"To view the Web interface of the SpeedTouch, Java 

Various Online Devices,( intitle:"PacketShaper Login")|(intitle:"PacketShaper Customer Login") 

Various Online Devices,intitle:"PacketShaper Customer Login" 

Pages Containing Login Portals,inurl:Citrix/MetaFrame/default/default.aspx 

Pages Containing Login Portals,inurl:exchweb/bin/auth/owalogon.asp 

Advisories and Vulnerabilities,intitle:"osTicket :: Support Ticket System" 

Various Online Devices,intext:"Powered by: Adobe PrintGear" inurl:admin 

Various Online Devices,intitle:"--- VIDEO WEB SERVER ---" intext:"Video Web Server" "Any time & Any where" username password 

Various Online Devices,inurl:start.htm?scrw= 

Pages Containing Login Portals,inurl::/frontend -demo 

Files Containing Passwords,intext:"powered by EZGuestbook" 

Advisories and Vulnerabilities,intitle:"myBloggie .... - by myWebland" 

Files Containing Passwords,inurl:server.cfg rcon password 

Various Online Devices,ext:dhtml intitle:"document centre|(home)" OR intitle:"xerox" 

Files Containing Passwords,!Host=*.* intext:enc_UserPassword=* ext:pcf 

Web Server Detection,intitle:"Welcome To Your WebSTAR Home Page" 

Pages Containing Login Portals,intitle:"site administration: please log in" "site designed by emarketsouth" 

Web Server Detection,intitle:"Document title goes here" intitle:"used by web search tools" " example of a simple Home Page" 

Pages Containing Login Portals,intitle:"WorldClient" intext:"© (|) Alt-N Technologies." 

Various Online Devices,intitle:"SWW link" "Please wait....." 

Pages Containing Login Portals,"Powered by DWMail" password intitle:dwmail 

Pages Containing Login Portals,inurl:gnatsweb.pl 

Footholds,intitle:"YALA: Yet Another LDAP Administrator" 

Pages Containing Login Portals,intitle:open-xchange inurl:login.pl 

Various Online Devices,intitle:"Freifunk.Net - Status" -site:commando.de 

Sensitive Directories,intitle:index.of WEB-INF 

Various Online Devices,inurl:"port_" -htm 

Various Online Devices,"Please use Netscape . or enhance !!" -site:dlink.com -site:ovislink.com.tw 

Vulnerable Files,inurl:cgi-bin inurl:bigate.cgi 

Files Containing Juicy Info,ext:DBF DBF 

Files Containing Juicy Info,ext:CDX CDX 

Files Containing Juicy Info,ext:ccm ccm -catacomb 

Files Containing Juicy Info,ext:DCA DCA 

Footholds,intitle:"ERROR: The requested URL could not be retrieved" "While trying to retrieve the URL" "The following error was encountered:" 

Pages Containing Login Portals,intitle:"Zope Help System" inurl:HelpSys 

Files Containing Juicy Info,ext:jbf jbf 

Pages Containing Login Portals,intitle:"SFXAdmin - sfx_global" | intitle:"SFXAdmin - sfx_local" | intitle:"SFXAdmin - sfx_test" 

Web Server Detection,intitle:"Welcome to the Advanced Extranet Server, ADVX!" 

Error Messages,"Parse error: parse error, unexpected T_VARIABLE" "on line" filetype:php 

Files Containing Juicy Info,"MacHTTP" filetype:log inurl:machttp.log 

Files Containing Juicy Info,ext:ics ics 

Error Messages,intitle:"Default PLESK Page" 

Files Containing Juicy Info,ext:plist filetype:plist inurl:bookmarks.plist 

Various Online Devices,intitle:"NeroNET - burning online" 

Pages Containing Login Portals,intitle:ilohamail "Powered by IlohaMail" 

Various Online Devices,"display printer status" intitle:"Home" 

Web Server Detection,intitle:"Welcome to Windows Small Business Server " 

Various Online Devices,intitle:"OfficeConnect Cable/DSL Gateway" intext:"Checking your browser" 

Various Online Devices,intitle:"OfficeConnect Wireless g Access Point" "Checking your browser" 

Advisories and Vulnerabilities,powered.by.instaBoard.version.. 

Various Online Devices,intitle:"Lexmark *" inurl:port_ 

Various Online Devices,inurl:/en/help.cgi "ID=*" 

Various Online Devices,intitle:jdewshlp "Welcome to the Embedded Web Server!" 

Various Online Devices,inurl:JPGLogin.htm 

Pages Containing Login Portals,intitle:"inc. vpn  concentrator" 

Pages Containing Login Portals,intitle:ilohamail intext:"Version .." "Powered by IlohaMail" 

Various Online Devices,"About Winamp Web Interface" intitle:"Winamp Web Interface" 

Pages Containing Login Portals,intext:"vbulletin" inurl:admincp 

Error Messages,"[SQL Server Driver][SQL Server]Line : Incorrect syntax near" -forum -thread -showthread 

Error Messages,intitle:" SC_NOT_FOUND" 

Advisories and Vulnerabilities,intext:"Powered by phpBB .." inurl:"cal_view_month.php"|inurl:"downloads.php" 

Pages Containing Login Portals,inurl:bin.welcome.sh | inurl:bin.welcome.bat | intitle:eHealth.. 

Web Server Detection,yaws.*.server.at 

Pages Containing Login Portals,intitle:endymion.sakÃƒÆ’Ã‚Â©.mail.login.page | inurl:sake.servlet 

Files Containing Juicy Info,allinurl:"weblog/referrers" 

Pages Containing Login Portals,intitle:asterisk.management.portal web-access 

Pages Containing Login Portals,intitle:"Flash Operator Panel" -ext:php -wiki -cms -inurl:asternic -inurl:sip -intitle:ANNOUNCE -inurl:lists 

Advisories and Vulnerabilities,"Powered by Coppermine Photo Gallery" ( "v.. b" | "v.." | "v." | "v." | "v.") 

Web Server Detection,intitle:"IPC@CHIP Infopage" 

Web Server Detection,intitle:"Index of *" mode links bytes last-changed name 

Files Containing Passwords,wwwboard WebAdmin inurl:passwd.txt wwwboard|webadmin 

Sensitive Directories,intitle:index.of /maildir/new/ 

Various Online Devices,intitle:"Flash Operator Panel" -ext:php -wiki -cms -inurl:asternic -inurl:sip -intitle:ANNOUNCE -inurl:lists 

Various Online Devices,intitle:"Service Managed Gateway Login" 

Pages Containing Login Portals,inurl:webmail./index.pl "Interface" 

Various Online Devices,intitle:"actiontec" main setup status "Copyright  Actiontec Electronics Inc" 

Various Online Devices,"Webthru User Login" 

Pages Containing Login Portals,ext:cgi intitle:"control panel" "enter your owner password to continue!" 

Pages Containing Login Portals,intitle:"ListMail Login" admin -demo 

Web Server Detection,intitle:"Test Page for the Apache HTTP Server on Fedora Core" intext:"Fedora Core Test Page" 

Various Online Devices,intitle:asterisk.management.portal web-access 

Files Containing Passwords,ext:txt inurl:unattend.txt 

Files Containing Passwords,filetype:inf sysprep 

Pages Containing Login Portals,"Powered by UebiMiau" -site:sourceforge.net 

Various Online Devices,intitle:"BorderWare MXtreme Mail Firewall Login" 

Advisories and Vulnerabilities,Powered.by:.vBulletin.Version ..... 

Pages Containing Login Portals,intitle:"VMware Management Interface:" inurl:"vmware/en/" 

Advisories and Vulnerabilities,filetype:php intitle:"paNews v.b" 

Vulnerable Servers,"Powered by: vBulletin Version .." 

Various Online Devices,intitle:HomeSeer.Web.Control | Home.Status.Events.Log 

Web Server Detection,Powered.by.RaidenHTTPD intitle:index.of 

Pages Containing Login Portals,intitle:"Kurant Corporation StoreSense" filetype:bok 

Pages Containing Login Portals,intitle:"SuSE Linux Openexchange Server" "Please activate JavaScript!" 

Various Online Devices,inurl:camctrl.cgi 

Network or Vulnerability Data,"Traffic Analysis for" "RMON Port * on unit *" 

Web Server Detection,(inurl:-cobalt | inurl:cgi-bin/.cobalt) 

Various Online Devices,allintitle:Brains, Corp. camera 

Pages Containing Login Portals,inurl:WCP_USER 

Various Online Devices,intitle:"Dell Laser Printer" ews 

Pages Containing Login Portals,intitle:"phpPgAdmin - Login" Language 

Files Containing Juicy Info,inurl:getmsg.html intitle:hotmail 

Files Containing Juicy Info,+"HSTSNR" -"netop.com" 

Files Containing Juicy Info,"#mysql dump" filetype:sql faaaaeafc 

Pages Containing Login Portals,allinurl:wps/portal/ login 

Files Containing Passwords,filetype:sql ("values * MD" | "values * password" | "values * encrypt") 

Files Containing Passwords,filetype:sql ("passwd values" | "password values" | "pass values" ) 

Various Online Devices,intitle:"supervisioncam protocol" 

Pages Containing Login Portals,inurl:"suse/login.pl" 

Advisories and Vulnerabilities,allintitle:aspjar.com guestbook 

Advisories and Vulnerabilities,"delete entries" inurl:admin/delete.asp 

Sensitive Directories,filetype:ini Desktop.iniintext:mydocs.dll 

Advisories and Vulnerabilities,"powered by CubeCart ." 

Various Online Devices,intitle:"switch login" "IBM Fast Ethernet Desktop" 

Files Containing Juicy Info,intitle:"web server status" SSH Telnet 

Pages Containing Login Portals,intitle:opengroupware.org "resistance is obsolete" "Report Bugs" "Username" "password" 

Various Online Devices,intitle:Linksys site:ourlinksys.com 

Various Online Devices,intitle:"active webcam page" 

Network or Vulnerability Data,intitle:"Belarc Advisor Current Profile" intext:"Click here for Belarc's PC Management products, for large and small companies." 

Files Containing Juicy Info,-site:php.net -"The PHP Group" inurl:source inurl:url ext:pHp 

Pages Containing Login Portals,"Microsoft CRM : Unsupported Browser Version" 

Files Containing Passwords,"Powered by Link Department" 

Web Server Detection,intitle:"welcome to mono xsp" 

Various Online Devices,intitle:"DEFAULT_CONFIG - HP" 

Files Containing Juicy Info,filetype:ora tnsnames 

Various Online Devices,intext:"Please enter correct password for Administrator Access. Thank you" "Copyright Ãƒâ€šÃ‚Â©  SMC Networks, Inc. All rights reserved." 

Files Containing Passwords,intitle:"Index of" sc_serv.conf sc_serv content 

Files Containing Passwords,filetype:inc mysql_connect OR mysql_pconnect 

Advisories and Vulnerabilities,"Powered by MercuryBoard [v" 

Advisories and Vulnerabilities,"IceWarp Web Mail .." "Powered by IceWarp" 

Files Containing Passwords,"Powered by DUpaypal" -site:duware.com 

Various Online Devices,intitle:"Brother" intext:"View Configuration" intext:"Brother Industries, Ltd." 

Pages Containing Login Portals,intitle:"welcome to netware *" -site:novell.com 

Network or Vulnerability Data,"powered | performed by Beyond Security's Automated Scanning" -kazaa -example 

Various Online Devices,intitle:"Connection Status" intext:"Current login" 

Various Online Devices,inurl:na_admin 

Advisories and Vulnerabilities,"SquirrelMail version .." inurl:src ext:php 

Various Online Devices,intitle:"EpsonNet WebAssist Rev" 

Pages Containing Login Portals,intitle:Group-Office "Enter your username and password to login" 

Files Containing Juicy Info,inurl:"bookmark.htm" 

Files Containing Juicy Info,ext:reg "username=*" putty 

Various Online Devices,allinurl:index.htm?cus?audio 

Files Containing Juicy Info,intitle:"edna:streaming mp server" -forums 
